timestamp_ns,key,event_type,participant_id,session_id
61918470041,enter,release,p01,p01_free_type_part1_20260314_211326
64324010291,t,press,p01,p01_free_type_part1_20260314_211326
64396286791,t,release,p01,p01_free_type_part1_20260314_211326
67754795666,h,press,p01,p01_free_type_part1_20260314_211326
67829908625,h,release,p01,p01_free_type_part1_20260314_211326
73191912166,e,press,p01,p01_free_type_part1_20260314_211326
73252098875,e,release,p01,p01_free_type_part1_20260314_211326
74031870625,space,press,p01,p01_free_type_part1_20260314_211326
74096073583,space,release,p01,p01_free_type_part1_20260314_211326
74944897833,q,press,p01,p01_free_type_part1_20260314_211326
75017226333,q,release,p01,p01_free_type_part1_20260314_211326
79291922000,u,press,p01,p01_free_type_part1_20260314_211326
79372237208,u,release,p01,p01_free_type_part1_20260314_211326
80574986000,i,press,p01,p01_free_type_part1_20260314_211326
80639333291,i,release,p01,p01_free_type_part1_20260314_211326
81201838083,c,press,p01,p01_free_type_part1_20260314_211326
81290025541,c,release,p01,p01_free_type_part1_20260314_211326
84751843583,k,press,p01,p01_free_type_part1_20260314_211326
84807789125,k,release,p01,p01_free_type_part1_20260314_211326
85383607500,space,press,p01,p01_free_type_part1_20260314_211326
85459749750,space,release,p01,p01_free_type_part1_20260314_211326
87695684125,b,press,p01,p01_free_type_part1_20260314_211326
87763911958,b,release,p01,p01_free_type_part1_20260314_211326
93383503125,r,press,p01,p01_free_type_part1_20260314_211326
93475875208,r,release,p01,p01_free_type_part1_20260314_211326
94105383250,o,press,p01,p01_free_type_part1_20260314_211326
94149938416,o,release,p01,p01_free_type_part1_20260314_211326
94603556875,w,press,p01,p01_free_type_part1_20260314_211326
94660232125,w,release,p01,p01_free_type_part1_20260314_211326
95344476416,n,press,p01,p01_free_type_part1_20260314_211326
95400842583,n,release,p01,p01_free_type_part1_20260314_211326
95831476750,space,press,p01,p01_free_type_part1_20260314_211326
95903959958,space,release,p01,p01_free_type_part1_20260314_211326
99832180916,f,press,p01,p01_free_type_part1_20260314_211326
99912219583,f,release,p01,p01_free_type_part1_20260314_211326
101872315125,o,press,p01,p01_free_type_part1_20260314_211326
101920305416,o,release,p01,p01_free_type_part1_20260314_211326
102273301000,x,press,p01,p01_free_type_part1_20260314_211326
102357984750,x,release,p01,p01_free_type_part1_20260314_211326
102596429916,space,press,p01,p01_free_type_part1_20260314_211326
102672466083,space,release,p01,p01_free_type_part1_20260314_211326
103555212583,j,press,p01,p01_free_type_part1_20260314_211326
103631671375,j,release,p01,p01_free_type_part1_20260314_211326
104031279041,u,press,p01,p01_free_type_part1_20260314_211326
104111562375,u,release,p01,p01_free_type_part1_20260314_211326
104505319833,m,press,p01,p01_free_type_part1_20260314_211326
104601719708,m,release,p01,p01_free_type_part1_20260314_211326
105003355250,p,press,p01,p01_free_type_part1_20260314_211326
105059578500,p,release,p01,p01_free_type_part1_20260314_211326
105344110666,s,press,p01,p01_free_type_part1_20260314_211326
105424708875,s,release,p01,p01_free_type_part1_20260314_211326
105831376750,space,press,p01,p01_free_type_part1_20260314_211326
105914535541,space,release,p01,p01_free_type_part1_20260314_211326
106301040750,o,press,p01,p01_free_type_part1_20260314_211326
106384832541,o,release,p01,p01_free_type_part1_20260314_211326
106873267208,v,press,p01,p01_free_type_part1_20260314_211326
