timestamp_ns,key,event_type,participant_id,session_id
6402995125,enter,release,p01,p01_free_type_part3_20260310_222748
9735971583,v,press,p01,p01_free_type_part3_20260310_222748
9799980541,v,release,p01,p01_free_type_part3_20260310_222748
9987719666,e,press,p01,p01_free_type_part3_20260310_222748
10055913708,e,release,p01,p01_free_type_part3_20260310_222748
10247614500,r,press,p01,p01_free_type_part3_20260310_222748
10296086375,r,release,p01,p01_free_type_part3_20260310_222748
10546736375,s,press,p01,p01_free_type_part3_20260310_222748
10654887166,s,release,p01,p01_free_type_part3_20260310_222748
10692427958,i,press,p01,p01_free_type_part3_20260310_222748
10732155416,i,release,p01,p01_free_type_part3_20260310_222748
10874575166,o,press,p01,p01_free_type_part3_20260310_222748
10935046041,o,release,p01,p01_free_type_part3_20260310_222748
11118667458,n,press,p01,p01_free_type_part3_20260310_222748
11187113666,n,release,p01,p01_free_type_part3_20260310_222748
11442143708,space,press,p01,p01_free_type_part3_20260310_222748
11523070416,space,release,p01,p01_free_type_part3_20260310_222748
11645605333,2,press,p01,p01_free_type_part3_20260310_222748
11690104458,2,release,p01,p01_free_type_part3_20260310_222748
11790601500,space,press,p01,p01_free_type_part3_20260310_222748
11866482708,space,release,p01,p01_free_type_part3_20260310_222748
12178673333,p,press,p01,p01_free_type_part3_20260310_222748
12239109208,p,release,p01,p01_free_type_part3_20260310_222748
12374600500,o,press,p01,p01_free_type_part3_20260310_222748
12426904166,o,release,p01,p01_free_type_part3_20260310_222748
12617540666,i,press,p01,p01_free_type_part3_20260310_222748
12665763125,i,release,p01,p01_free_type_part3_20260310_222748
12789488125,n,press,p01,p01_free_type_part3_20260310_222748
12826003583,n,release,p01,p01_free_type_part3_20260310_222748
13453591666,t,press,p01,p01_free_type_part3_20260310_222748
13494037208,t,release,p01,p01_free_type_part3_20260310_222748
13678468625,space,press,p01,p01_free_type_part3_20260310_222748
13747013750,space,release,p01,p01_free_type_part3_20260310_222748
14366874541,0,press,p01,p01_free_type_part3_20260310_222748
14414444208,0,release,p01,p01_free_type_part3_20260310_222748
14554509791,space,press,p01,p01_free_type_part3_20260310_222748
14614926041,space,release,p01,p01_free_type_part3_20260310_222748
14715502541,w,press,p01,p01_free_type_part3_20260310_222748
14807899375,w,release,p01,p01_free_type_part3_20260310_222748
14948550375,a,press,p01,p01_free_type_part3_20260310_222748
15064884541,a,release,p01,p01_free_type_part3_20260310_222748
15355736041,s,press,p01,p01_free_type_part3_20260310_222748
