timestamp_ns,key,event_type,participant_id,session_id
6596569333,enter,release,p01,p01_free_type_part4_20260310_223921
8523719291,o,press,p01,p01_free_type_part4_20260310_223921
8551598041,o,release,p01,p01_free_type_part4_20260310_223921
9081859291,u,press,p01,p01_free_type_part4_20260310_223921
9137986416,u,release,p01,p01_free_type_part4_20260310_223921
9227385458,r,press,p01,p01_free_type_part4_20260310_223921
9307751750,r,release,p01,p01_free_type_part4_20260310_223921
9428059208,space,press,p01,p01_free_type_part4_20260310_223921
9479888875,space,release,p01,p01_free_type_part4_20260310_223921
9766414750,b,press,p01,p01_free_type_part4_20260310_223921
9818581958,b,release,p01,p01_free_type_part4_20260310_223921
9849019125,a,press,p01,p01_free_type_part4_20260310_223921
9937831208,a,release,p01,p01_free_type_part4_20260310_223921
10049240416,c,press,p01,p01_free_type_part4_20260310_223921
10133055250,c,release,p01,p01_free_type_part4_20260310_223921
10149818875,k,press,p01,p01_free_type_part4_20260310_223921
10201869166,k,release,p01,p01_free_type_part4_20260310_223921
10825412041,u,press,p01,p01_free_type_part4_20260310_223921
10913842666,u,release,p01,p01_free_type_part4_20260310_223921
11365537291,p,press,p01,p01_free_type_part4_20260310_223921
11445875041,p,release,p01,p01_free_type_part4_20260310_223921
11560319666,space,press,p01,p01_free_type_part4_20260310_223921
11624638083,space,release,p01,p01_free_type_part4_20260310_223921
11763490500,w,press,p01,p01_free_type_part4_20260310_223921
11831927875,w,release,p01,p01_free_type_part4_20260310_223921
11884388166,i,press,p01,p01_free_type_part4_20260310_223921
11916980041,i,release,p01,p01_free_type_part4_20260310_223921
12132509458,d,press,p01,p01_free_type_part4_20260310_223921
12224718375,d,release,p01,p01_free_type_part4_20260310_223921
12641643500,backspace,press,p01,p01_free_type_part4_20260310_223921
12685866125,backspace,release,p01,p01_free_type_part4_20260310_223921
12895044208,n,press,p01,p01_free_type_part4_20260310_223921
12954673583,n,release,p01,p01_free_type_part4_20260310_223921
13107353125,d,press,p01,p01_free_type_part4_20260310_223921
13192075000,d,release,p01,p01_free_type_part4_20260310_223921
13226222583,o,press,p01,p01_free_type_part4_20260310_223921
13290610000,o,release,p01,p01_free_type_part4_20260310_223921
13400500083,w,press,p01,p01_free_type_part4_20260310_223921
13440699000,w,release,p01,p01_free_type_part4_20260310_223921
13663222458,space,press,p01,p01_free_type_part4_20260310_223921
13715759083,space,release,p01,p01_free_type_part4_20260310_223921
14155381958,s,press,p01,p01_free_type_part4_20260310_223921
14239806083,s,release,p01,p01_free_type_part4_20260310_223921
14396044333,t,press,p01,p01_free_type_part4_20260310_223921
14460339041,t,release,p01,p01_free_type_part4_20260310_223921
14489903791,a,press,p01,p01_free_type_part4_20260310_223921
14578555833,a,release,p01,p01_free_type_part4_20260310_223921
14711198833,r,press,p01,p01_free_type_part4_20260310_223921
14791660000,r,release,p01,p01_free_type_part4_20260310_223921
14855291000,t,press,p01,p01_free_type_part4_20260310_223921
14907822000,t,release,p01,p01_free_type_part4_20260310_223921
15046219416,s,press,p01,p01_free_type_part4_20260310_223921
15110629708,s,release,p01,p01_free_type_part4_20260310_223921
15586278708,space,press,p01,p01_free_type_part4_20260310_223921
15634666000,space,release,p01,p01_free_type_part4_20260310_223921
15764793958,a,press,p01,p01_free_type_part4_20260310_223921
15829883916,a,release,p01,p01_free_type_part4_20260310_223921
15941342416,t,press,p01,p01_free_type_part4_20260310_223921
16001689000,t,release,p01,p01_free_type_part4_20260310_223921
16118119166,space,press,p01,p01_free_type_part4_20260310_223921
16170701000,space,release,p01,p01_free_type_part4_20260310_223921
16418229166,2,press,p01,p01_free_type_part4_20260310_223921
16490616333,2,release,p01,p01_free_type_part4_20260310_223921
16602054791,space,press,p01,p01_free_type_part4_20260310_223921
16663424208,space,release,p01,p01_free_type_part4_20260310_223921
16776350958,a,press,p01,p01_free_type_part4_20260310_223921
16880485375,a,release,p01,p01_free_type_part4_20260310_223921
16932310625,m,press,p01,p01_free_type_part4_20260310_223921
16976724958,m,release,p01,p01_free_type_part4_20260310_223921
17200158000,space,press,p01,p01_free_type_part4_20260310_223921
17268699958,space,release,p01,p01_free_type_part4_20260310_223921
17373385416,a,press,p01,p01_free_type_part4_20260310_223921
17457664750,a,release,p01,p01_free_type_part4_20260310_223921
17531283208,n,press,p01,p01_free_type_part4_20260310_223921
17607751791,n,release,p01,p01_free_type_part4_20260310_223921
17657181458,d,press,p01,p01_free_type_part4_20260310_223921
17745751916,d,release,p01,p01_free_type_part4_20260310_223921
17820093291,space,press,p01,p01_free_type_part4_20260310_223921
17880921166,space,release,p01,p01_free_type_part4_20260310_223921
18075126375,e,press,p01,p01_free_type_part4_20260310_223921
18123777291,e,release,p01,p01_free_type_part4_20260310_223921
18315321666,n,press,p01,p01_free_type_part4_20260310_223921
18371809708,n,release,p01,p01_free_type_part4_20260310_223921
18405777000,d,press,p01,p01_free_type_part4_20260310_223921
18470297458,d,release,p01,p01_free_type_part4_20260310_223921
18640329125,s,press,p01,p01_free_type_part4_20260310_223921
18728639625,s,release,p01,p01_free_type_part4_20260310_223921
18886158125,space,press,p01,p01_free_type_part4_20260310_223921
18962493791,space,release,p01,p01_free_type_part4_20260310_223921
19095191500,a,press,p01,p01_free_type_part4_20260310_223921
19179657541,a,release,p01,p01_free_type_part4_20260310_223921
19311061333,t,press,p01,p01_free_type_part4_20260310_223921
19355665791,t,release,p01,p01_free_type_part4_20260310_223921
